gray_mean,gray_var,gray_maxP,gray_minP,gray_energy,gray_skewness,gray_kurtosis,gray_entropy,gray_Ca,wl_energy_x,wl_energy_y,wl_energy_z,wl_entropy_x,wl_entropy_y,wl_entropy_z,wl_SP_x,wl_SP_y,wl_SP_z,wl_SI_x,wl_SI_y,wl_SI_z,shape_volume,shape_area,shape_ball,shape_h10,shape_h11,shape_h12,shape_h13,shape_h14,shape_h15,shape_h16,shape_h20,shape_h21,shape_h22,shape_h23,shape_h24,shape_h25,shape_h26,shape_h30,shape_h31,shape_h32,shape_h33,shape_h34,shape_h35,shape_h36
0.064686,8.836555721,205,31,0.998962272,48.93629606,2507.182616,0.010063619,0.000372,-0.023168598,0.978916879,0.978916879,-0.023168598,-0.023168598,-0.023168598,98.94215828,0.989421583,0.989421583,212.104,2.12104,2.12104,519,548.632,0.569265103,0.00075999,1.71E-07,1.42E-11,1.37E-12,2.72E-24,1.10E-16,-5.36E-24,0.00067915,1.16E-08,3.60E-11,5.47E-13,2.76E-25,4.52E-17,-2.41E-24,0.0006621,3.61E-09,7.03E-12,1.40E-13,-1.38E-25,4.34E-18,-6.21E-27
0.169181,15.60900679,175,43,0.996181726,24.49153977,635.1035437,0.031443361,0.000372,-0.045635826,0.975884277,0.975884277,-0.045635826,-0.045635826,-0.045635826,98.80034843,0.988003484,0.988003484,384.5636,3.845636,3.845636,1911,1524.292,0.488565818,0.0173943,0.00019315,7.23E-07,1.23E-08,-4.65E-16,1.01E-10,1.07E-15,0.00357191,8.09E-06,4.82E-08,2.50E-08,8.24E-16,6.38E-11,-2.73E-16,0.00281863,6.38E-06,2.15E-08,1.56E-08,2.85E-16,3.89E-11,-1.68E-17
0.20487,21.65111628,190,39,0.995816443,24.66110713,662.4900534,0.035419398,0.000733,-0.048160259,0.975558963,0.975558963,-0.048160259,-0.048160259,-0.048160259,98.78789873,0.987878987,0.987878987,343.105,3.43105,3.43105,2094,1638.826,0.482987322,0.00103585,7.14E-09,5.59E-10,4.22E-10,2.05E-19,2.75E-14,9.37E-21,0.00075919,1.05E-08,1.45E-10,1.18E-11,-3.20E-22,-8.51E-16,-3.69E-22,0.00112697,8.08E-08,1.41E-09,5.46E-10,4.26E-19,-5.07E-14,-2.20E-19
0.058834,6.32885456,184,36,0.998780376,47.21848605,2427.943794,0.011512403,0.000223,-0.024745361,0.97870381,0.97870381,-0.024745361,-0.024745361,-0.024745361,98.93288656,0.989328866,0.989328866,149.6672,1.496672,1.496672,610,697.102,0.498969905,0.00228922,4.22E-06,1.67E-10,3.32E-11,1.56E-21,-1.27E-14,-1.91E-21,0.00073172,2.28E-07,4.57E-11,8.24E-12,1.47E-22,3.11E-15,-6.18E-23,0.00092549,3.35E-07,4.27E-10,2.19E-10,6.67E-20,1.27E-13,6.53E-21
0.522288,85.18378124,212,22,0.993331284,18.14210698,337.0543984,0.054945784,0.003055,-0.067027885,0.973066763,0.973066763,-0.067027885,-0.067027885,-0.067027885,98.66048034,0.986604803,0.986604803,1133.1934,11.331934,11.331934,3340,2488.64,0.43419654,0.00082853,2.13E-07,8.19E-11,4.15E-12,2.80E-23,4.07E-16,-7.13E-23,0.00074173,7.49E-08,4.79E-11,2.38E-12,2.23E-23,4.25E-16,1.22E-23,0.0009677,4.37E-07,9.07E-11,1.02E-11,1.93E-22,4.29E-15,2.44E-22
0.047892,2.992684356,187,23,0.998348696,39.06700937,1681.743752,0.014493033,9.00E-06,-0.02858963,0.978180093,0.978180093,-0.02858963,-0.02858963,-0.02858963,98.90828479,0.989082848,0.989082848,87.1266,0.871266,0.871266,826,805.98,0.528218034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005067,0.295301326,90,31,0.999816009,113.0671077,13418.71816,0.001844287,0,-0.016069366,0.979868647,0.979868647,-0.016069366,-0.016069366,-0.016069366,98.98878715,0.989887872,0.989887872,13.7268,0.137268,0.137268,92,125.846,0.783134927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031549,2.075865661,122,27,0.998950281,49.89854186,2699.423546,0.009596915,2.00E-05,-0.023389717,0.978877535,0.978877535,-0.023389717,-0.023389717,-0.023389717,98.94241093,0.989424109,0.989424109,47.8264,0.478264,0.478264,525,552.874,0.569242731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.723107,251.8128913,208,31,0.975293831,9.559456014,95.82953154,0.183854641,0.010205,-0.205887535,0.954638823,0.954638823,-0.205887535,-0.205887535,-0.205887535,97.78447733,0.977844773,0.977844773,1917.4528,19.174528,19.174528,12431,6832.448,0.379820587,0.00081351,2.19E-07,6.45E-12,1.80E-12,5.97E-24,8.15E-16,1.31E-24,0.00075577,9.76E-08,1.31E-11,3.23E-12,1.98E-23,1.00E-15,6.90E-24,0.00073979,2.63E-08,8.51E-11,1.97E-13,-1.46E-25,-3.12E-17,-7.92E-25
5.490884,975.2639149,242,2,0.939242561,5.596532878,32.60570853,0.36348256,0.029373,-0.432673428,0.919782198,0.919782198,-0.432673428,-0.432673428,-0.432673428,96.39849856,0.963984986,0.963984986,7328.3414,73.283414,73.283414,30878,12010.516,0.396298018,0.00066427,2.16E-08,1.47E-11,1.61E-13,3.52E-26,1.39E-17,2.45E-25,0.00066056,2.79E-08,5.69E-13,3.30E-14,1.04E-27,-1.90E-18,-4.41E-27,0.00063526,2.22E-09,9.74E-12,3.60E-14,-2.09E-26,-1.25E-18,-4.35E-27
0.017157,0.974106637,81,30,0.999360105,60.38832564,3797.246607,0.005933833,0,-0.02009359,0.979324069,0.979324069,-0.02009359,-0.02009359,-0.02009359,98.9642741,0.989642741,0.989642741,32.5752,0.325752,0.325752,320,367.64,0.615405471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004323,0.460890312,162,56,0.999914002,166.0574231,29073.70429,0.000902337,2.10E-05,-0.015279619,0.979975345,0.979975345,-0.015279619,-0.015279619,-0.015279619,98.99389299,0.98993893,0.98993893,35.4894,0.354894,0.354894,43,60.802,0.976214446,0.0004902,2.40E-07,0,0,0,0,0,0.0004902,2.40E-07,0,0,0,0,0,0.0004902,0,0,0,0,0,0
0.059464,5.281212033,166,26,0.998488578,42.82993105,1993.28592,0.01392897,0.000183,-0.026901056,0.978413846,0.978413846,-0.026901056,-0.026901056,-0.026901056,98.91970502,0.98919705,0.98919705,94.5998,0.945998,0.945998,756,766.388,0.523660672,0.00259891,5.68E-06,1.28E-08,1.15E-08,1.39E-16,2.73E-11,5.45E-19,0.00073529,3.00E-07,0,0,0,0,0,0.00147317,9.11E-07,1.42E-09,7.18E-10,7.12E-19,6.43E-13,1.37E-19
4.635979,847.4113437,208,36,0.950887991,6.147193217,38.91711919,0.286710703,0.024783,-0.361171058,0.929972185,0.929972185,-0.361171058,-0.361171058,-0.361171058,96.84440991,0.968444099,0.968444099,8586.813,85.86813,85.86813,24883,10356.136,0.398004705,0.00073482,9.64E-08,5.54E-11,6.19E-12,1.11E-22,1.92E-15,2.80E-23,0.00065897,1.76E-08,7.97E-12,1.90E-13,-2.08E-26,-3.52E-18,-2.33E-25,0.00068797,5.82E-08,9.06E-12,3.25E-13,-5.35E-25,-7.14E-17,-1.56E-25
4.789862,869.66494,232,1,0.948282072,6.052125822,37.85962333,0.321099699,0.025496,-0.391773635,0.928294448,0.928294448,-0.391773635,-0.391773635,-0.391773635,96.58173664,0.965817366,0.965817366,7233.8738,72.338738,72.338738,26241,11562.278,0.3693411,0.00071685,1.85E-08,6.85E-11,4.76E-12,7.23E-23,-4.12E-17,4.64E-23,0.00091919,2.51E-07,3.38E-10,3.62E-11,1.66E-21,-8.41E-16,-3.65E-21,0.00076232,1.64E-07,2.60E-11,3.31E-12,3.06E-23,1.34E-15,4.90E-25
0.056232,4.797899962,215,2,0.998250775,49.96804397,3008.554579,0.016040859,0.000115,-0.029179924,0.97810679,0.97810679,-0.029179924,-0.029179924,-0.029179924,98.9026555,0.989026555,0.989026555,178.6576,1.786576,1.786576,875,910.616,0.485833603,0.00124802,2.45E-07,1.84E-09,6.31E-10,6.68E-19,8.42E-14,1.18E-19,0.00204706,2.17E-06,3.30E-09,3.38E-10,2.37E-20,-2.54E-13,3.56E-19,0.00145527,1.06E-06,8.55E-10,1.54E-10,5.56E-20,1.51E-13,-7.08E-21
0.020044,1.467504238,158,15,0.999366102,68.97194056,5347.991107,0.006125033,2.70E-05,-0.019971336,0.97934366,0.97934366,-0.019971336,-0.019971336,-0.019971336,98.9631027,0.989631027,0.989631027,50.8326,0.508326,0.508326,317,374.71,0.600014413,0.00145243,1.10E-06,2.08E-09,6.13E-10,6.86E-19,6.12E-13,-9.73E-20,0.00116422,9.95E-07,5.38E-10,2.14E-10,7.28E-20,2.05E-13,-2.93E-21,0.00490196,2.40E-05,0,0,0,0,0
0.003978,0.278736176,92,42,0.999884004,135.2496,18604.39358,0.001172221,0,-0.015426745,0.979955592,0.979955592,-0.015426745,-0.015426745,-0.015426745,98.99315554,0.989931555,0.989931555,12.986,0.12986,0.12986,58,82.012,0.883538307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.483961,55.01159275,189,9,0.990172463,17.20805899,324.5120035,0.07999455,0.001973,-0.096061525,0.969167525,0.969167525,-0.096061525,-0.096061525,-0.096061525,98.46709064,0.984670906,0.984670906,1182.9726,11.829726,11.829726,4926,4179.784,0.334960213,0.0015104,1.29E-06,1.20E-09,3.80E-10,2.56E-19,4.29E-13,2.61E-20,0.00104755,1.78E-09,1.14E-10,5.18E-11,3.43E-21,-4.59E-16,-2.02E-21,0.00136066,7.65E-07,8.00E-10,1.71E-10,3.33E-20,6.35E-14,5.39E-20
0.474739,74.60961988,194,9,0.993572491,18.8651735,366.2594114,0.053108381,0.002782,-0.066363759,0.973097215,0.973097215,-0.066363759,-0.066363759,-0.066363759,98.67412298,0.98674123,0.98674123,1227.0608,12.270608,12.270608,3219,2453.29,0.429750002,0.00074303,9.79E-08,8.13E-12,1.09E-13,-1.01E-25,-1.82E-17,2.01E-26,0.00105712,3.15E-07,6.60E-11,7.50E-12,7.21E-24,4.72E-16,-1.67E-22,0.00089304,5.47E-08,2.66E-11,9.71E-12,3.52E-23,2.25E-15,1.52E-22
0.019251,1.730834399,196,39,0.999550052,72.3215142,5604.742434,0.004361008,3.70E-05,-0.018458153,0.979546828,0.979546828,-0.018458153,-0.018458153,-0.018458153,98.97292798,0.98972928,0.98972928,88.5184,0.885184,0.885184,225,295.526,0.605354963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042913,4.378051474,158,49,0.9991122,51.36025103,2769.975427,0.008372585,0.000174,-0.021975732,0.979075717,0.979075717,-0.021975732,-0.021975732,-0.021975732,98.95210943,0.989521094,0.989521094,133.4878,1.334878,1.334878,444,500.556,0.562281032,0.00119913,6.07E-07,1.64E-09,8.02E-10,9.11E-19,6.18E-13,1.18E-19,0.00059743,1.90E-08,2.91E-11,1.29E-13,-2.51E-25,-1.78E-17,0,0.0013624,1.09E-06,3.87E-10,6.13E-11,8.49E-21,6.16E-14,-4.14E-21
0.102042,4.90831943,190,18,0.994376269,31.38265134,1342.825966,0.042603726,9.10E-05,-0.059460556,0.973805404,0.973805404,-0.059460556,-0.059460556,-0.059460556,98.73575162,0.987357516,0.987357516,142.6814,1.426814,1.426814,2816,2297.75,0.419697565,0.00087146,7.59E-07,1.28E-29,2.17E-30,2.19E-60,-4.15E-34,1.12E-59,0,0,0,0,0,0,0,0.24332108,0.05873802,0.01920338,0.01905198,0.00036442,0.00461742,-1.19E-09
0.15925,17.31766944,191,11,0.996946368,27.23554324,774.9811077,0.026242621,0.000821,-0.039339857,0.976746611,0.976746611,-0.039339857,-0.039339857,-0.039339857,98.84044156,0.988404416,0.988404416,363.1794,3.631794,3.631794,1528,1363.096,0.470659234,0.00112716,3.08E-07,2.61E-10,4.36E-10,1.31E-19,2.41E-13,-6.76E-20,0.00184807,5.31E-07,8.71E-10,1.94E-10,-7.71E-20,1.24E-13,2.11E-20,0.00278291,3.24E-06,2.87E-08,3.30E-08,9.34E-16,5.69E-11,3.99E-16
0.060847,3.990520643,174,4,0.997823204,38.67549735,1755.924872,0.019145767,5.50E-05,-0.032764791,0.977619636,0.977619636,-0.032764791,-0.032764791,-0.032764791,98.88098748,0.988809875,0.988809875,123.3544,1.233544,1.233544,1089,1015.252,0.504191505,0.00085784,3.75E-07,3.31E-10,3.68E-11,1.14E-21,6.32E-15,-3.90E-21,0,0,0,0,0,0,0,0.0004902,0,0,0,0,0,0
0.061993,4.984283868,174,26,0.998272757,40.25964575,1804.303673,0.015578615,9.90E-05,-0.028595353,0.9781842,0.9781842,-0.028595353,-0.028595353,-0.028595353,98.90874161,0.989087416,0.989087416,85.5616,0.855616,0.855616,864,861.126,0.509440245,0.00087146,7.59E-07,0,0,0,0,0,0.00062745,9.84E-08,6.95E-11,7.72E-12,1.79E-22,2.42E-15,8.68E-32,0.00083529,2.06E-07,3.27E-10,6.91E-11,9.76E-21,2.84E-14,3.57E-21
0.029081,2.389175296,137,24,0.999228151,57.01447204,3442.920546,0.007370033,5.10E-05,-0.021156181,0.979184852,0.979184852,-0.021156181,-0.021156181,-0.021156181,98.95550968,0.989555097,0.989555097,72.8722,0.728722,0.728722,386,458.136,0.559604556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.135631,18.00667523,191,47,0.997777247,33.51260891,1186.598502,0.020307042,0.000749,-0.032691896,0.97764193,0.97764193,-0.032691896,-0.032691896,-0.032691896,98.8802469,0.988802469,0.988802469,281.0586,2.810586,2.810586,1112,1040.704,0.498762078,0.00071164,2.10E-09,7.38E-11,2.15E-12,-2.68E-23,-4.09E-17,4.32E-24,0.00067141,2.91E-08,2.68E-11,1.67E-12,1.09E-23,2.84E-16,-2.65E-24,0.00071119,1.82E-09,1.32E-11,1.46E-12,-4.91E-24,6.18E-17,4.07E-24
0.033238,4.012431235,181,40,0.999410088,63.68986999,4243.601024,0.005821412,0.000191,-0.019472361,0.979412842,0.979412842,-0.019472361,-0.019472361,-0.019472361,98.96668047,0.989666805,0.989666805,119.7914,1.197914,1.197914,295,346.43,0.61860958,0.0010069,5.75E-10,4.71E-10,7.11E-11,1.11E-20,-5.17E-16,6.75E-21,0.00077915,1.17E-07,2.62E-12,3.19E-12,2.09E-24,-4.11E-16,8.98E-24,0.0012361,3.31E-07,1.58E-10,1.06E-10,-8.40E-21,5.59E-14,-1.08E-20
1.132833,148.6416644,194,11,0.980768053,11.63905933,145.1480431,0.148428199,0.005855,-0.164194076,0.96027381,0.96027381,-0.164194076,-0.164194076,-0.164194076,98.0684199,0.980684199,0.980684199,1437.2998,14.372998,14.372998,9663,6539.75,0.335478195,0.00124525,6.51E-07,2.03E-10,2.56E-10,5.22E-20,1.96E-13,2.57E-20,0.0024875,5.27E-06,1.22E-09,1.06E-09,1.20E-18,2.29E-12,-7.56E-21,0.00128217,9.80E-07,3.90E-11,2.87E-12,1.95E-23,1.44E-15,2.33E-23
0.038892,3.114529412,195,33,0.99889631,52.44604865,3204.919201,0.010198995,5.90E-05,-0.024014542,0.978793374,0.978793374,-0.024014542,-0.024014542,-0.024014542,98.93765736,0.989376574,0.989376574,111.9518,1.119518,1.119518,552,589.638,0.551897015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013144,0.804149235,142,6,0.999512061,75.08605473,6143.664612,0.004744141,1.00E-06,-0.018686832,0.979517211,0.979517211,-0.018686832,-0.018686832,-0.018686832,98.97172828,0.989717283,0.989717283,46.3326,0.463326,0.463326,244,289.87,0.651439475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.317012,34.95403539,208,36,0.993849589,19.89153278,421.824702,0.050914137,0.001518,-0.063777688,0.973483184,0.973483184,-0.063777688,-0.063777688,-0.063777688,98.68513196,0.98685132,0.98685132,496.665,4.96665,4.96665,3080,2601.76,0.393475204,0.00314055,7.06E-06,2.03E-09,1.79E-09,3.18E-18,4.76E-12,-1.27E-18,0.00261931,5.58E-06,5.33E-10,6.12E-10,3.49E-19,1.28E-12,-1.46E-20,0.00617604,3.64E-05,1.28E-08,1.33E-08,1.74E-16,8.05E-11,-6.90E-19
0.941139,164.7750124,208,16,0.988905721,13.88662581,196.767582,0.083940475,0.00522,-0.102224093,0.968152359,0.968152359,-0.102224093,-0.102224093,-0.102224093,98.45200238,0.984520024,0.984520024,2166.6956,21.666956,21.666956,5563,3580.248,0.424076025,0.00066942,3.28E-08,1.78E-11,7.34E-13,4.95E-26,1.15E-18,2.65E-24,0.00068441,4.47E-08,1.79E-11,2.64E-13,2.47E-25,1.20E-17,-5.20E-25,0.00068252,2.26E-08,2.58E-11,2.90E-13,6.58E-25,2.15E-17,4.43E-25
0.036151,2.325842105,129,20,0.99879637,45.21042488,2195.055902,0.010800362,1.50E-05,-0.02496271,0.978666185,0.978666185,-0.02496271,-0.02496271,-0.02496271,98.93079837,0.989307984,0.989307984,101.8144,1.018144,1.018144,602,777.7,0.443339424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025072,2.576833395,170,28,0.999468072,68.49666496,4957.159309,0.005235324,0.000112,-0.019123392,0.979458037,0.979458037,-0.019123392,-0.019123392,-0.019123392,98.96858675,0.989685867,0.989685867,90.0622,0.900622,0.900622,266,316.736,0.631501599,0.00178039,1.67E-06,6.85E-09,3.42E-09,1.65E-17,4.28E-12,1.46E-18,0.0004902,2.40E-07,0,0,0,0,0,0.00064706,3.11E-08,3.91E-11,4.34E-12,5.66E-23,7.66E-16,-1.18E-33
2.644951,478.3918972,223,10,0.970970271,8.216334323,68.8628946,0.187609595,0.014238,-0.228054083,0.950542588,0.950542588,-0.228054083,-0.228054083,-0.228054083,97.63829502,0.97638295,0.97638295,4450.7706,44.507706,44.507706,14626,6388.452,0.452729577,0.00065338,1.84E-08,1.40E-11,1.84E-13,-2.90E-25,-2.41E-17,-5.66E-26,0.00064468,4.08E-09,1.25E-12,1.57E-13,6.77E-26,1.00E-17,-1.46E-26,0.00063978,7.21E-09,6.72E-12,1.58E-14,-1.26E-27,7.86E-19,5.00E-27
0.041804,5.489744426,201,27,0.999176171,65.13372581,4596.477371,0.008097156,0.000186,-0.021570981,0.979127023,0.979127023,-0.021570981,-0.021570981,-0.021570981,98.95254304,0.98952543,0.98952543,101.0748,1.010748,1.010748,412,445.41,0.601158472,0.00063106,1.08E-09,1.69E-11,1.31E-14,1.59E-27,3.52E-19,-5.95E-27,0.00067533,2.43E-08,3.12E-11,4.37E-12,4.76E-23,6.72E-16,1.83E-23,0.00063684,2.13E-09,2.19E-11,1.47E-15,2.32E-28,-5.77E-20,-1.25E-28
3.743025,670.4305788,230,44,0.959000443,6.835218733,48.04651625,0.259625988,0.020513,-0.314732834,0.938200977,0.938200977,-0.314732834,-0.314732834,-0.314732834,97.10968976,0.971096898,0.971096898,6198.2386,61.982386,61.982386,20722,9873.962,0.369499441,0.00068782,3.55E-08,2.10E-11,4.85E-13,-1.08E-24,-6.35E-17,-1.11E-24,0.00074908,1.15E-07,3.12E-11,7.19E-12,1.03E-22,2.30E-15,-3.00E-23,0.00068715,6.89E-08,8.87E-14,2.75E-14,9.45E-28,-2.29E-18,-9.76E-28
0.079116,4.317846659,177,1,0.996535065,32.28645425,1314.636215,0.028872904,3.90E-05,-0.043573615,0.976149766,0.976149766,-0.043573615,-0.043573615,-0.043573615,98.81665741,0.988166574,0.988166574,155.0384,1.550384,1.550384,1737,1883.448,0.371019756,0,0,0,0,0,0,0,0.00192447,2.98E-06,1.91E-11,7.66E-13,-2.93E-24,-8.62E-16,-2.85E-34,0.00138039,1.45E-06,5.85E-10,2.96E-10,1.23E-19,3.56E-13,-7.23E-21
0.089564,8.54097829,182,31,0.997879138,36.28128027,1439.518525,0.019175547,0.000304,-0.033014487,0.977585042,0.977585042,-0.033014487,-0.033014487,-0.033014487,98.87641786,0.988764179,0.988764179,245.6242,2.456242,2.456242,1061,1057.672,0.475638178,0.00173244,2.56E-06,8.91E-11,1.74E-11,1.69E-22,-7.93E-15,-6.64E-22,0.00069109,1.39E-08,6.27E-11,6.93E-13,4.29E-24,-4.35E-17,1.58E-24,0.00111765,6.46E-07,1.48E-10,1.64E-11,4.50E-22,9.99E-15,6.70E-22
0.275973,26.8033219,189,1,0.993502686,20.65141144,463.641571,0.054406762,0.000984,-0.066064484,0.973194253,0.973194253,-0.066064484,-0.066064484,-0.066064484,98.66801216,0.986680122,0.986680122,401.8318,4.018318,4.018318,3257,2222.808,0.478036083,0.00172784,7.13E-07,7.53E-10,1.57E-09,-1.51E-18,5.65E-13,7.95E-19,0.00799635,2.05E-05,5.43E-07,1.26E-07,-1.19E-14,-1.61E-10,-3.06E-14,0.01486275,7.50E-05,4.15E-07,5.61E-07,-2.71E-13,4.86E-09,4.96E-15
0.6421,68.31633359,196,12,0.98651422,14.27669859,225.1499172,0.105707102,0.002339,-0.120774553,0.965936655,0.965936655,-0.120774553,-0.120774553,-0.120774553,98.3221772,0.983221772,0.983221772,1007.8034,10.078034,10.078034,6766,5098.884,0.339284215,0.00343334,5.57E-06,1.79E-09,4.47E-10,-3.52E-19,9.66E-13,1.90E-19,0.00486545,2.40E-06,1.80E-08,4.14E-09,2.94E-17,6.41E-12,-2.04E-17,0.00368058,1.56E-06,1.36E-11,9.95E-09,3.64E-18,1.24E-11,-3.34E-19
